name,ts,lec_seats,lab_seats,disc_seats,sem_seats,WL,min_indx,Open
EECS 399 - Directed Study,1586251814.346415,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586251814.756048,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586251815.128417,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586251815.54124,15,15,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586251815.961941,38,38,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586251816.3648992,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586251816.761712,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586251817.1803808,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586251817.565633,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586251817.961029,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586251818.323105,35,35,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586251818.726895,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586251819.1241229,20,0,20,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586251819.543422,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586251819.952514,246,0,160,0,0,disc_seats,1
EECS 442 - Computer Vision,1586251820.321951,137,0,137,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586251820.7739131,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586251821.235896,303,0,303,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586251821.6458838,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586251822.0094981,25,0,25,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586251822.4429572,81,81,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586251822.8384519,47,0,47,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586251823.256331,96,96,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586251823.631607,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586251824.0219462,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586251825.242246,42,42,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586251826.133908,42,42,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586251826.925738,77,0,77,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586251827.955198,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586251828.445824,42,0,42,0,0,disc_seats,1
EECS 481 - Software Engineering,1586251828.834964,147,0,147,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586251829.271658,233,233,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586251829.633305,70,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586251830.121876,340,0,340,0,0,disc_seats,1
EECS 485 - Web Systems,1586251830.603039,494,414,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586251831.0303621,109,0,109,0,0,disc_seats,1
EECS 490 - Programming Languages,1586251831.480479,154,0,154,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586251831.8689651,149,0,149,0,0,disc_seats,1
EECS 493 - User Interface Development,1586251832.3391402,217,0,217,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586251832.714197,72,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586251833.141734,58,0,58,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586251833.541525,405,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586251833.9561641,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586251834.3932438,476,40,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586251836.180535,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586252705.851269,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586252706.2100701,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586252706.568436,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586252706.938716,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586252707.3607192,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586252707.6976268,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586252708.065575,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586252708.439447,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586252708.865205,45,0,45,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586252709.249341,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586252709.7994251,622,0,617,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586252710.188891,58,58,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586252710.952488,915,0,566,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586252711.355513,364,364,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586252714.562504,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586252714.967791,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586252715.314996,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586252715.70657,15,15,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586252716.169337,38,38,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586252716.5619352,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586252716.9361331,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586252717.290572,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586252717.674929,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586252718.262229,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586252718.662239,35,35,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586252719.051231,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586252719.440772,20,0,20,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586252719.848232,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586252720.2643268,246,0,160,0,0,disc_seats,1
EECS 442 - Computer Vision,1586252720.639107,137,0,137,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586252721.0912519,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586252721.558347,303,0,303,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586252721.9124491,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586252722.284802,25,0,25,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586252722.6866171,81,81,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586252723.348475,47,0,47,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586252723.959278,96,96,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586252724.569623,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586252725.514675,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586252726.533729,42,42,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586252727.3682969,42,42,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586252728.395412,77,0,77,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586252729.19999,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586252729.6977239,42,0,42,0,0,disc_seats,1
EECS 481 - Software Engineering,1586252730.117849,147,0,147,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586252730.569972,233,233,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586252730.9841979,70,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586252731.486346,340,0,340,0,0,disc_seats,1
EECS 485 - Web Systems,1586252731.9889832,494,414,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586252732.383769,109,0,109,0,0,disc_seats,1
EECS 490 - Programming Languages,1586252732.946549,154,0,154,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586252733.388036,149,0,149,0,0,disc_seats,1
EECS 493 - User Interface Development,1586252733.810734,217,0,217,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586252734.1678212,72,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586252734.570442,58,0,58,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586252734.934156,405,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586252735.314126,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586252735.773031,476,40,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586252737.973831,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586253605.791944,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586253606.39553,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586253607.025286,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586253607.631947,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586253608.321206,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586253608.909987,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586253609.524888,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586253610.090197,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586253610.761603,45,0,45,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586253611.3168561,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586253612.291337,622,0,617,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586253613.011914,58,58,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586253613.713932,915,0,566,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586253614.4176588,364,364,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586253617.954666,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586253618.535337,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586253619.135405,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586253619.7739708,15,15,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586253620.3775659,38,38,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586253620.991921,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586253621.556003,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586253622.416359,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586253623.035624,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586253623.663671,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586253624.263401,35,35,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586253624.873024,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586253625.449806,20,0,20,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586253626.2423959,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586253627.3901088,246,0,160,0,0,disc_seats,1
EECS 442 - Computer Vision,1586253628.245976,137,0,137,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586253629.293087,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586253630.2409012,303,0,303,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586253630.822264,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586253631.433768,25,0,25,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586253632.276581,81,81,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586253632.876301,47,0,47,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586253633.523212,96,96,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586253634.0895271,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586253634.7157261,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586253635.3661098,42,42,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586253635.9565241,42,42,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586253636.558784,77,0,77,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586253637.1304462,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586253637.576581,42,0,42,0,0,disc_seats,1
EECS 481 - Software Engineering,1586253638.2076669,147,0,147,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586253638.844278,233,233,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586253639.413024,70,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586253640.1008582,340,0,340,0,0,disc_seats,1
EECS 485 - Web Systems,1586253640.68187,494,414,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586253641.2748642,109,0,109,0,0,disc_seats,1
EECS 490 - Programming Languages,1586253641.8946,154,0,154,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586253642.508806,149,0,149,0,0,disc_seats,1
EECS 493 - User Interface Development,1586253643.141922,217,0,217,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586253643.7178829,72,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586253644.336085,58,0,58,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586253645.105411,405,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586253645.559818,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586253646.176864,476,40,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586253648.0832698,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586254505.689423,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586254506.516804,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586254507.12967,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586254507.7371662,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586254508.401972,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586254509.028744,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586254509.6326861,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586254510.195594,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586254510.8689249,45,0,45,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586254511.466279,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586254512.1893098,622,0,617,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586254512.592884,58,58,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586254513.423914,915,0,566,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586254513.901088,364,364,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586254518.04528,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586254518.417946,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586254519.036256,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586254519.487015,15,15,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586254519.9179652,38,38,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586254520.345519,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586254520.767332,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586254521.172926,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586254521.5678148,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586254522.036281,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586254522.404848,35,35,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586254522.852332,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586254523.2331991,20,0,20,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586254523.64079,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586254524.143328,246,0,160,0,0,disc_seats,1
EECS 442 - Computer Vision,1586254524.786458,137,0,137,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586254525.463871,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586254525.910133,303,0,303,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586254526.422417,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586254526.807937,25,0,25,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586254527.7937238,81,81,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586254529.144256,47,0,47,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586254530.189303,96,96,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586254531.2849832,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586254531.7505422,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586254532.2168288,42,42,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586254532.663818,42,42,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586254533.0644438,77,0,77,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586254533.379085,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586254533.741133,42,0,42,0,0,disc_seats,1
EECS 481 - Software Engineering,1586254534.180083,147,0,147,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586254534.8532422,233,233,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586254535.259205,70,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586254535.8995378,340,0,340,0,0,disc_seats,1
EECS 485 - Web Systems,1586254536.530464,494,414,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586254536.9625258,109,0,109,0,0,disc_seats,1
EECS 490 - Programming Languages,1586254537.495083,154,0,154,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586254538.104367,149,0,149,0,0,disc_seats,1
EECS 493 - User Interface Development,1586254538.576035,217,0,217,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586254539.0060868,72,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586254539.4420218,58,0,58,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586254540.095685,405,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586254540.487568,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586254541.204614,476,40,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586254543.456956,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586255405.151915,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586255405.799724,64,0,64,0,0,disc_seats,1
