name,ts,lec_seats,lab_seats,disc_seats,sem_seats,WL,min_indx,Open
EECS 461 - Embedded Control Systems,1586257224.738114,96,96,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586257225.4541771,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586257225.811198,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586257226.231203,42,42,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586257226.586407,42,42,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586257227.560433,77,0,77,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586257228.166545,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586257228.784014,42,0,42,0,0,disc_seats,1
EECS 481 - Software Engineering,1586257229.412062,147,0,147,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586257230.256206,233,233,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586257231.066447,70,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586257231.8356538,340,0,340,0,0,disc_seats,1
EECS 485 - Web Systems,1586257232.848935,494,414,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586257233.854069,109,0,109,0,0,disc_seats,1
EECS 490 - Programming Languages,1586257234.817049,154,0,154,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586257235.2341151,149,0,149,0,0,disc_seats,1
EECS 493 - User Interface Development,1586257235.70717,217,0,217,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586257236.046241,72,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586257236.4474702,58,0,58,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586257236.799573,405,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586257237.23195,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586257237.820687,476,40,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586257240.614152,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586258106.08948,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586258106.9946518,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586258107.609231,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586258108.214498,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586258108.994622,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586258109.5163898,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586258110.1105049,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586258110.585872,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586258111.309912,45,0,45,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586258111.7931468,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586258112.5763829,622,0,617,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586258113.105332,58,58,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586258113.805973,915,0,566,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586258114.387197,364,364,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586258118.113257,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586258118.655146,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586258119.3099022,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586258119.795115,15,15,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586258120.2856221,38,38,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586258120.791141,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586258121.274115,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586258121.705657,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586258122.17279,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586258122.7541928,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586258123.2260978,35,35,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586258123.7112288,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586258124.185801,20,0,20,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586258124.644052,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586258125.190869,246,0,160,0,0,disc_seats,1
EECS 442 - Computer Vision,1586258125.669717,137,0,137,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586258126.279049,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586258126.8144782,303,0,303,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586258127.318651,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586258127.7920132,25,0,25,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586258128.3233228,81,81,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586258128.755035,47,0,47,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586258129.43209,96,96,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586258129.881081,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586258130.36898,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586258130.8896582,42,42,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586258131.3929222,42,42,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586258132.575794,77,0,77,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586258133.501376,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586258134.537791,42,0,42,0,0,disc_seats,1
EECS 481 - Software Engineering,1586258135.606163,148,0,148,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586258136.192158,233,233,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586258136.668363,70,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586258137.390094,340,0,340,0,0,disc_seats,1
EECS 485 - Web Systems,1586258138.065283,494,414,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586258138.572632,109,0,109,0,0,disc_seats,1
EECS 490 - Programming Languages,1586258139.074126,154,0,154,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586258139.554649,149,0,149,0,0,disc_seats,1
EECS 493 - User Interface Development,1586258140.136481,217,0,217,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586258140.563211,72,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586258141.029067,58,0,58,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586258141.444813,405,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586258141.873251,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586258142.418514,476,40,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586258145.6519208,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586259019.5471911,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586259020.149641,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586259020.746333,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586259021.255844,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586259022.117783,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586259022.733728,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586259023.268211,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586259023.782315,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586259024.376729,45,0,45,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586259025.005127,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586259025.9651499,622,0,617,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586259026.542231,58,58,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586259027.588925,915,0,566,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586259028.372869,364,364,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586259033.750933,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586259034.905258,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586259036.010064,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586259037.087946,15,15,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586259037.8882911,38,38,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586259038.607476,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586259039.3340049,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586259040.049526,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586259040.615938,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586259041.212161,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586259041.729207,35,35,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586259042.27648,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586259042.795816,20,0,20,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586259043.612715,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586259044.30969,246,0,160,0,0,disc_seats,1
EECS 442 - Computer Vision,1586259044.851802,137,0,137,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586259045.701455,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586259046.396864,303,0,303,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586259046.974766,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586259047.574134,25,0,25,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586259048.370229,81,81,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586259049.1039429,47,0,47,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586259049.923424,96,96,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586259050.594846,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586259051.2477922,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586259052.12866,42,42,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586259052.915463,42,42,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586259053.626175,77,0,77,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586259054.189013,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586259054.802868,42,0,42,0,0,disc_seats,1
EECS 481 - Software Engineering,1586259055.393965,148,0,148,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586259056.083699,233,233,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586259056.578036,70,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586259057.345381,340,0,340,0,0,disc_seats,1
EECS 485 - Web Systems,1586259058.198227,494,414,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586259058.8401349,109,0,109,0,0,disc_seats,1
EECS 490 - Programming Languages,1586259059.468472,154,0,154,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586259060.08922,149,0,149,0,0,disc_seats,1
EECS 493 - User Interface Development,1586259060.956946,217,0,217,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586259061.457322,72,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586259061.989822,58,0,58,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586259062.6295419,405,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586259063.257673,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586259064.05297,476,40,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586259069.746579,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586274726.527265,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586274728.824972,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586274729.359614,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586274729.839865,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586274730.322757,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586274730.860061,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586274731.48568,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586274731.993576,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586274732.566033,44,0,44,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586274732.9710562,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586274733.5946891,620,0,615,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586274734.040941,57,57,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586274734.694147,912,0,564,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586274735.118089,363,363,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586274738.118167,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586274738.6484501,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586274739.176468,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586274739.690788,13,13,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586274740.213272,37,37,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586274740.7130802,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586274741.284072,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586274741.762045,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586274742.158883,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586274742.565305,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586274743.39261,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586274743.8222048,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586274744.352776,19,0,19,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586274744.9691331,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586274745.41572,243,0,158,0,0,disc_seats,1
EECS 442 - Computer Vision,1586274745.866837,131,0,131,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586274746.50909,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586274747.101855,301,0,301,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586274747.5467572,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586274748.0273979,24,0,24,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586274748.578166,76,76,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586274749.007571,46,0,46,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586274749.783296,95,95,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586274750.265555,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586274750.689771,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586274751.155767,40,40,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586274751.5878038,41,41,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586274752.405708,74,0,74,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586274752.783165,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586274753.270877,41,0,41,0,0,disc_seats,1
EECS 481 - Software Engineering,1586274753.6992471,149,0,149,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586274754.133792,228,228,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586274754.4974568,69,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586274755.046598,339,0,339,0,0,disc_seats,1
EECS 485 - Web Systems,1586274755.550567,489,409,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586274756.3200672,105,0,105,0,0,disc_seats,1
EECS 490 - Programming Languages,1586274756.7482219,153,0,153,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586274757.2136042,148,0,148,0,0,disc_seats,1
EECS 493 - User Interface Development,1586274757.664744,213,0,213,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586274758.056782,70,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586274758.495164,57,0,57,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586274758.917249,396,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586274759.2889888,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586274759.738796,470,39,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586274761.9387221,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586274785.711054,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586274786.165324,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586274786.573129,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586274786.9265878,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586274787.390421,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586274787.900695,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586274788.338024,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586274788.690927,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586274789.095178,44,0,44,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586274789.502045,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586274790.100609,620,0,615,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586274790.494826,57,57,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586274791.3711412,912,0,564,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586274791.82378,363,363,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586274793.802284,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586274794.1925929,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586274794.601992,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586274795.2466612,13,13,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586274795.6667168,37,37,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586274796.07832,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586274796.4726038,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586274796.873008,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586274797.2696939,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586274797.643492,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586274798.030015,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586274798.429127,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586274798.8347929,19,0,19,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586274799.265541,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586274799.690167,243,0,158,0,0,disc_seats,1
EECS 442 - Computer Vision,1586274800.094254,131,0,131,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586274801.144671,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586274802.3044329,301,0,301,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586274803.280482,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586274804.309559,24,0,24,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586274805.0092008,76,76,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586274805.332414,46,0,46,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586274805.8042738,95,95,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586274806.2149591,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586274806.5706758,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586274807.004064,40,40,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586274807.352582,41,41,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586274807.72316,74,0,74,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586274808.096829,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586274808.530268,41,0,41,0,0,disc_seats,1
EECS 481 - Software Engineering,1586274808.94165,149,0,149,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586274809.382866,228,228,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586274809.7659929,69,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586274810.2038279,339,0,339,0,0,disc_seats,1
EECS 485 - Web Systems,1586274810.6739142,489,409,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586274811.074635,105,0,105,0,0,disc_seats,1
EECS 490 - Programming Languages,1586274811.472508,153,0,153,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586274811.843702,148,0,148,0,0,disc_seats,1
EECS 493 - User Interface Development,1586274812.272091,213,0,213,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586274812.621936,70,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586274813.035848,57,0,57,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586274813.441432,396,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586274813.9380329,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586274814.3947,470,39,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586274817.0726311,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586274844.692769,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586274845.132649,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586274845.7481558,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586274846.401011,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586274846.9361548,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586274847.435404,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586274848.4534159,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586274849.062606,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586274849.512304,44,0,44,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586274849.8967192,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586274850.42133,620,0,615,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586274850.91621,57,57,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586274851.61774,912,0,564,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586274852.810264,363,363,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586274856.058269,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586274856.647197,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586274857.0691211,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586274857.515887,13,13,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586274857.893426,37,37,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586274858.49709,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586274859.1254961,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586274859.609706,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586274860.9470022,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586274861.9048162,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586274865.496476,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586274865.872032,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586274866.272589,19,0,19,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586274866.877635,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586274867.527798,243,0,158,0,0,disc_seats,1
EECS 442 - Computer Vision,1586274867.919159,131,0,131,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586274868.404236,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586274868.902907,301,0,301,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586274869.279561,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586274869.713807,24,0,24,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586274870.3863869,76,76,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586274870.930861,46,0,46,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586274871.630903,95,95,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586274872.164333,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586274872.582197,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586274873.272541,40,40,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586274873.85803,41,41,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586274874.29876,74,0,74,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586274874.8638752,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586274875.4871721,41,0,41,0,0,disc_seats,1
EECS 481 - Software Engineering,1586274875.839075,149,0,149,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586274876.3222148,228,228,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586274876.7695858,69,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586274877.287381,339,0,339,0,0,disc_seats,1
EECS 485 - Web Systems,1586274877.708638,489,409,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586274878.364542,105,0,105,0,0,disc_seats,1
EECS 490 - Programming Languages,1586274878.9869409,153,0,153,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586274879.42633,148,0,148,0,0,disc_seats,1
EECS 493 - User Interface Development,1586274879.910911,213,0,213,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586274880.315653,70,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586274880.732863,57,0,57,0,0,disc_seats,1
